"fuel_type";"sale_minute";"number_of_sales";"litres_sold"
"UNLEADED";"2026-09-12 11:33";"1";"0.46000000834465027"
"UNLEADED";"2026-09-12 11:34";"1";"0.46000000834465027"
"UNLEADED";"2026-09-12 11:37";"2";"6.989999771118164"
"UNLEADED";"2026-09-12 11:38";"1";"4.659999847412109"
"VPOWER";"2026-09-12 11:39";"1";"0.20999999344348907"
"UNLEADED";"2026-09-12 11:40";"3";"6.509999841451645"
"DIESEL";"2026-09-12 11:41";"1";"3"
"DIESEL";"2026-09-12 11:42";"1";"0.1899999976158142"
"UNLEADED";"2026-09-12 11:42";"1";"0.46000000834465027"
"VPOWER";"2026-09-12 11:42";"1";"0.4300000071525574"
"UNLEADED";"2026-09-12 11:43";"1";"2.3399999141693115"
"VPOWER";"2026-09-12 11:43";"1";"1.090000033378601"
"VPOWER";"2026-09-12 11:45";"2";"0.8600000143051147"
"DIESEL";"2026-09-12 11:46";"1";"9.119999885559082"
"UNLEADED";"2026-09-12 11:46";"1";"1"
"VPOWER";"2026-09-12 11:46";"1";"0.4300000071525574"
"VPOWER";"2026-09-12 11:47";"3";"4.139999985694885"
"VPOWER";"2026-09-12 11:48";"1";"0.30000001192092896"
"DIESEL";"2026-09-12 11:49";"1";"2.2799999713897705"
"VPOWER";"2026-09-12 11:49";"5";"11.469999477267265"
"UNLEADED";"2026-09-12 11:50";"1";"0.4699999988079071"
"VPOWER";"2026-09-12 11:50";"2";"2.0799999833106995"
"VPOWER";"2026-09-12 11:52";"1";"0.8700000047683716"
"VPOWER";"2026-09-12 11:53";"1";"0.8700000047683716"
"VPOWER";"2026-09-12 11:54";"2";"1.0799999833106995"
"VPOWER";"2026-09-12 11:55";"1";"0.4300000071525574"
"VPOWER";"2026-09-12 11:56";"2";"2.8300000429153442"
"VPOWER";"2026-09-12 11:57";"2";"4.570000126957893"
"VPOWER";"2026-09-12 11:59";"2";"5.230000138282776"
"VPOWER";"2026-09-12 12:00";"6";"13.379999995231628"
"UNLEADED";"2026-09-12 12:01";"1";"4.670000076293945"
"VPOWER";"2026-09-12 12:01";"3";"7.19000019133091"
"VPOWER";"2026-09-12 12:02";"5";"1.8000000268220901"
"VPOWER";"2026-09-12 12:03";"3";"8.06000006198883"
"VPOWER";"2026-09-12 12:04";"2";"1.5200000405311584"
"UNLEADED";"2026-09-12 12:05";"2";"0.9299999922513962"
"UNLEADED";"2026-09-12 12:06";"1";"27.43000030517578"
"VPOWER";"2026-09-12 12:06";"1";"0.4300000071525574"
"VPOWER";"2026-09-12 12:07";"1";"0.20999999344348907"
"VPOWER";"2026-09-12 12:08";"1";"13.100000381469727"
"VPOWER";"2026-09-12 12:09";"1";"1.309999942779541"
"VPOWER";"2026-09-12 12:10";"3";"1.3399999886751175"
"VPOWER";"2026-09-12 12:12";"2";"1.0799999833106995"
"VPOWER";"2026-09-12 12:13";"2";"2.6100000739097595"
"VPOWER";"2026-09-12 12:14";"1";"0.4300000071525574"
"UNLEADED";"2026-09-12 12:16";"1";"2.569999933242798"
"VPOWER";"2026-09-12 12:16";"1";"0.4300000071525574"
"VPOWER";"2026-09-12 12:17";"1";"0.4300000071525574"
"VPOWER";"2026-09-12 12:18";"1";"0.20999999344348907"
"VPOWER";"2026-09-12 12:19";"1";"4.360000133514404"
"UNLEADED";"2026-09-12 12:20";"1";"4.670000076293945"
"VPOWER";"2026-09-12 12:20";"2";"3.9199999570846558"
"UNLEADED";"2026-09-12 12:21";"1";"1.6399999856948853"
"VPOWER";"2026-09-12 12:22";"1";"0.4300000071525574"
"DIESEL";"2026-09-12 12:23";"1";"13.819999694824219"
"VPOWER";"2026-09-12 12:23";"1";"6.550000190734863"
"UNLEADED";"2026-09-12 12:24";"1";"0.9300000071525574"
"VPOWER";"2026-09-12 12:26";"2";"1.4300000071525574"
"VPOWER";"2026-09-12 12:28";"2";"1.300000011920929"
"VPOWER";"2026-09-12 12:29";"1";"4.360000133514404"
"VPOWER";"2026-09-12 12:31";"2";"13.729999542236328"
"UNLEADED";"2026-09-12 12:32";"1";"1.399999976158142"
"VPOWER";"2026-09-12 12:33";"2";"3.4799999594688416"
"UNLEADED";"2026-09-12 12:34";"1";"2.3399999141693115"
"VPOWER";"2026-09-12 12:34";"2";"1.0799999982118607"
"UNLEADED";"2026-09-12 12:35";"1";"2.3399999141693115"
"VPOWER";"2026-09-12 12:35";"1";"1.090000033378601"
"VPOWER";"2026-09-12 12:36";"1";"0.8700000047683716"
"VPOWER";"2026-09-12 12:37";"4";"6.53000009059906"
"VPOWER";"2026-09-12 12:39";"1";"8.729999542236328"
"UNLEADED";"2026-09-12 12:40";"1";"5.610000133514404"
"VPOWER";"2026-09-12 12:40";"1";"1.309999942779541"
"VPOWER";"2026-09-12 12:41";"1";"2.180000066757202"
"DIESEL";"2026-09-12 12:42";"1";"6.840000152587891"
"UNLEADED";"2026-09-12 12:42";"1";"4.659999847412109"
"UNLEADED";"2026-09-12 12:43";"2";"12.919999778270721"
"DIESEL";"2026-09-12 12:44";"1";"36.5099983215332"
"UNLEADED";"2026-09-12 12:44";"1";"0.3199999928474426"
"VPOWER";"2026-09-12 12:44";"1";"2.180000066757202"
"VPOWER";"2026-09-12 12:45";"1";"0.30000001192092896"
"UNLEADED";"2026-09-12 12:46";"3";"8.379999786615372"
"UNLEADED";"2026-09-12 12:47";"1";"0.3199999928474426"
"UNLEADED";"2026-09-12 12:48";"2";"0.46000000834465027"
"VPOWER";"2026-09-12 12:48";"1";"0.6899999976158142"
"UNLEADED";"2026-09-12 12:50";"1";"0.9300000071525574"
"VPOWER";"2026-09-12 12:51";"1";"0.8700000047683716"
"UNLEADED";"2026-09-12 12:52";"1";"41.25"
"VPOWER";"2026-09-12 12:52";"1";"1.090000033378601"
"UNLEADED";"2026-09-12 12:53";"1";"2.0899999141693115"
"VPOWER";"2026-09-12 12:53";"1";"0.4300000071525574"
"DIESEL";"2026-09-12 12:54";"1";"205"
"UNLEADED";"2026-09-12 12:54";"1";"0.46000000834465027"
"UNLEADED";"2026-09-12 12:55";"1";"2.3299999237060547"
"VPOWER";"2026-09-12 12:56";"1";"6.550000190734863"
"UNLEADED";"2026-09-12 12:57";"1";"1.3600000143051147"
"VPOWER";"2026-09-12 12:57";"1";"0.6499999761581421"
"UNLEADED";"2026-09-12 12:58";"1";"2.3299999237060547"
"VPOWER";"2026-09-12 12:59";"1";"0.4300000071525574"
"UNLEADED";"2026-09-12 13:00";"3";"11.65000006556511"
"VPOWER";"2026-09-12 13:00";"1";"0.4300000071525574"
"UNLEADED";"2026-09-12 13:01";"1";"36.91999816894531"
"VPOWER";"2026-09-12 13:01";"1";"0.4300000071525574"
"UNLEADED";"2026-09-12 13:03";"1";"2.0899999141693115"
"UNLEADED";"2026-09-12 13:05";"1";"2.799999952316284"
"VPOWER";"2026-09-12 13:05";"1";"0.550000011920929"
"UNLEADED";"2026-09-12 13:06";"3";"2.0900000035762787"
"VPOWER";"2026-09-12 13:06";"1";"0.3199999928474426"
"UNLEADED";"2026-09-12 13:07";"1";"2.3299999237060547"
"VPOWER";"2026-09-12 13:07";"1";"0.30000001192092896"
"UNLEADED";"2026-09-12 13:08";"1";"0.4699999988079071"
"UNLEADED";"2026-09-12 13:09";"1";"0.9300000071525574"
"UNLEADED";"2026-09-12 13:10";"2";"1.399999961256981"
"VPOWER";"2026-09-12 13:10";"1";"0.4300000071525574"
"UNLEADED";"2026-09-12 13:12";"2";"1.1599999964237213"
"UNLEADED";"2026-09-12 13:13";"1";"0.9300000071525574"
"VPOWER";"2026-09-12 13:14";"1";"1.7400000095367432"
"DIESEL";"2026-09-12 13:15";"1";"23.040000915527344"
"UNLEADED";"2026-09-12 13:15";"1";"0.9300000071525574"
"UNLEADED";"2026-09-12 13:18";"1";"4.670000076293945"
"VPOWER";"2026-09-12 13:18";"2";"1.219999998807907"
"UNLEADED";"2026-09-12 13:19";"1";"4.670000076293945"
"UNLEADED";"2026-09-12 13:20";"2";"34.09999907016754"
"VPOWER";"2026-09-12 13:20";"2";"0.8599999696016312"
"UNLEADED";"2026-09-12 13:21";"2";"18.670000076293945"
"VPOWER";"2026-09-12 13:21";"1";"1.090000033378601"
"UNLEADED";"2026-09-12 13:22";"3";"6.0400000512599945"
"DIESEL";"2026-09-12 13:23";"1";"6.909999847412109"
"UNLEADED";"2026-09-12 13:23";"1";"0.46000000834465027"
"DIESEL";"2026-09-12 13:24";"1";"5.019999980926514"
"UNLEADED";"2026-09-12 13:24";"3";"8.8399997651577"
"VPOWER";"2026-09-12 13:24";"1";"21.829999923706055"
"UNLEADED";"2026-09-12 13:25";"2";"12.140000313520432"
"VPOWER";"2026-09-12 13:26";"1";"0.8700000047683716"
"UNLEADED";"2026-09-12 13:27";"4";"1.5299999862909317"
"VPOWER";"2026-09-12 13:27";"1";"10.90999984741211"
"UNLEADED";"2026-09-12 13:28";"2";"33.079998940229416"
"VPOWER";"2026-09-12 13:28";"1";"0.8700000047683716"
"UNLEADED";"2026-09-12 13:29";"1";"4.659999847412109"
"UNLEADED";"2026-09-12 13:31";"1";"0.46000000834465027"
"VPOWER";"2026-09-12 13:31";"1";"1.7400000095367432"
"UNLEADED";"2026-09-12 13:32";"2";"0.9200000166893005"
"UNLEADED";"2026-09-12 13:33";"2";"0.6900000125169754"
"VPOWER";"2026-09-12 13:35";"1";"2.180000066757202"
"UNLEADED";"2026-09-12 13:36";"1";"3.7200000286102295"
"VPOWER";"2026-09-12 13:36";"1";"0.6499999761581421"
"UNLEADED";"2026-09-12 13:37";"1";"0.699999988079071"
"VPOWER";"2026-09-12 13:37";"2";"3.9200000762939453"
"UNLEADED";"2026-09-12 13:38";"2";"0.9200000166893005"
"UNLEADED";"2026-09-12 13:39";"3";"12.589999854564667"
"UNLEADED";"2026-09-12 13:41";"3";"10.740000396966934"
"VPOWER";"2026-09-12 13:42";"1";"0.4300000071525574"
"UNLEADED";"2026-09-12 13:43";"1";"6.789999961853027"
"UNLEADED";"2026-09-12 13:45";"1";"2.25"
"UNLEADED";"2026-09-12 13:46";"3";"1.530000016093254"
"VPOWER";"2026-09-12 13:46";"1";"10.90999984741211"
"UNLEADED";"2026-09-12 13:47";"1";"4.190000057220459"
"UNLEADED";"2026-09-12 13:49";"2";"0.9299999922513962"
"UNLEADED";"2026-09-12 13:51";"2";"2.789999932050705"
"DIESEL";"2026-09-12 13:52";"1";"0.2199999988079071"
"UNLEADED";"2026-09-12 13:52";"1";"0.699999988079071"
"UNLEADED";"2026-09-12 13:53";"1";"3.2699999809265137"
"VPOWER";"2026-09-12 13:53";"1";"0.20999999344348907"
"UNLEADED";"2026-09-12 13:54";"1";"6.989999771118164"
"UNLEADED";"2026-09-12 13:55";"2";"2.3199999183416367"
"UNLEADED";"2026-09-12 13:57";"2";"6.520000159740448"
"UNLEADED";"2026-09-12 13:58";"1";"4.670000076293945"
"UNLEADED";"2026-09-12 13:59";"2";"5.46000000834465"
"DIESEL";"2026-09-12 14:00";"1";"1.8200000524520874"
"UNLEADED";"2026-09-12 14:00";"1";"0.8299999833106995"
"UNLEADED";"2026-09-12 14:01";"1";"1.3899999856948853"
"UNLEADED";"2026-09-12 14:02";"2";"0.9200000166893005"
"UNLEADED";"2026-09-12 14:03";"1";"0.699999988079071"
"VPOWER";"2026-09-12 14:03";"2";"1.7400000095367432"
"UNLEADED";"2026-09-12 14:04";"2";"4.879999995231628"
"VPOWER";"2026-09-12 14:04";"1";"1"
"UNLEADED";"2026-09-12 14:05";"2";"0.9200000166893005"
"VPOWER";"2026-09-12 14:05";"1";"1"
"UNLEADED";"2026-09-12 14:07";"1";"0.699999988079071"
"UNLEADED";"2026-09-12 14:08";"1";"1.3899999856948853"
"UNLEADED";"2026-09-12 14:09";"1";"4.659999847412109"
"DIESEL";"2026-09-12 14:10";"1";"18.25"
"UNLEADED";"2026-09-12 14:11";"2";"5.130000084638596"
"UNLEADED";"2026-09-12 14:13";"1";"6.050000190734863"
"UNLEADED";"2026-09-12 14:14";"1";"3.5"
"UNLEADED";"2026-09-12 14:15";"1";"2.3399999141693115"
"UNLEADED";"2026-09-12 14:16";"1";"0.46000000834465027"
"UNLEADED";"2026-09-12 14:19";"1";"0.9300000071525574"
"UNLEADED";"2026-09-12 14:20";"1";"2.3299999237060547"
"UNLEADED";"2026-09-12 14:21";"3";"7.919999778270721"
"UNLEADED";"2026-09-12 14:22";"2";"1.3900000154972076"
"UNLEADED";"2026-09-12 14:23";"1";"2.559999942779541"
"UNLEADED";"2026-09-12 14:24";"1";"0.8799999952316284"
"VPOWER";"2026-09-12 14:24";"1";"1.309999942779541"
"UNLEADED";"2026-09-12 14:25";"2";"0.3700000047683716"
"UNLEADED";"2026-09-12 14:26";"3";"1.8599999994039536"
"UNLEADED";"2026-09-12 14:28";"1";"0.699999988079071"
"UNLEADED";"2026-09-12 14:30";"1";"0.9300000071525574"
"VPOWER";"2026-09-12 14:30";"1";"0.8700000047683716"
"UNLEADED";"2026-09-12 14:31";"1";"0.9300000071525574"
"UNLEADED";"2026-09-12 14:32";"1";"14.020000457763672"
"UNLEADED";"2026-09-12 14:33";"2";"1.4900000095367432"
"UNLEADED";"2026-09-12 14:34";"1";"4.670000076293945"
"VPOWER";"2026-09-12 14:34";"2";"3.709999918937683"
"UNLEADED";"2026-09-12 14:35";"1";"1.159999966621399"
"UNLEADED";"2026-09-12 14:36";"2";"5.589999854564667"
"UNLEADED";"2026-09-12 14:37";"3";"7.930000007152557"
"VPOWER";"2026-09-12 14:37";"1";"2.180000066757202"
"UNLEADED";"2026-09-12 14:39";"2";"9.779999703168869"
"UNLEADED";"2026-09-12 14:40";"1";"0.46000000834465027"
"UNLEADED";"2026-09-12 14:42";"1";"0.9300000071525574"
"UNLEADED";"2026-09-12 14:44";"1";"1.399999976158142"
"UNLEADED";"2026-09-12 14:45";"1";"0.46000000834465027"
"UNLEADED";"2026-09-12 14:46";"1";"0.23000000417232513"
"UNLEADED";"2026-09-12 14:47";"3";"3.259999930858612"
"UNLEADED";"2026-09-12 14:48";"1";"13.979999542236328"
"UNLEADED";"2026-09-12 14:49";"2";"1.8499999940395355"
"VPOWER";"2026-09-12 14:49";"1";"3.049999952316284"
"UNLEADED";"2026-09-12 14:50";"3";"6.5099999606609344"
"UNLEADED";"2026-09-12 14:51";"2";"1.3900000154972076"
"VPOWER";"2026-09-12 14:51";"2";"0.949999988079071"
"DIESEL";"2026-09-12 14:52";"1";"5.53000020980835"
"UNLEADED";"2026-09-12 14:52";"2";"2.790000021457672"
"UNLEADED";"2026-09-12 14:53";"5";"3.5299999713897705"
"UNLEADED";"2026-09-12 14:54";"2";"9.810000389814377"
"UNLEADED";"2026-09-12 14:55";"4";"4.649999976158142"
"UNLEADED";"2026-09-12 14:56";"1";"2.569999933242798"
"VPOWER";"2026-09-12 14:56";"1";"1.7400000095367432"
"UNLEADED";"2026-09-12 14:57";"1";"0.46000000834465027"
"UNLEADED";"2026-09-12 14:58";"1";"0.3199999928474426"
"VPOWER";"2026-09-12 14:58";"1";"1.7400000095367432"
"UNLEADED";"2026-09-12 14:59";"2";"5.11999985575676"
"VPOWER";"2026-09-12 14:59";"2";"0.9900000095367432"
